[10:06]	<manu1>	Agenda: http://lists.w3.org/Archives/Public/public-linked-json/2012Jul/0054.html
[10:07]	<manu1>	scribe: mlnt
[10:07]	<mlnt>	manu: Any changes to the Agenda?
[10:07]	<manu1>	Markus: Ivan sent an e-mail earlier today, propose to feature freeze JSON-LD: http://lists.w3.org/Archives/Public/public-rdf-wg/2012Jul/0068.html
[10:07]	<manu1>	Topic: Feature freeze of JSON-LD
[10:07]	<mlnt>	manu: I'm a bit worried about doing a feature freeze
[10:08]	<mlnt>	... while there are still folks like Lin out there who have certain needs that we don't address yet
[10:09]	<mlnt>	markus: At some point we need to feature freeze but I think we should at least carefully look at the container stuff
[10:09]	<mlnt>	niklas: We all want to make things easier but often to make things usable you have to compromise simplicity
[10:10]	<mlnt>	manu: OK, I think we have to push this request from Ivan back a bit
[10:10]	<mlnt>	... on the same time we have that unspoken agreement to keep it simple and try to avoid adding features
[10:10]	<mlnt>	... that's why we are talking about the pre-processing step e.g.
[10:11]	<mlnt>	niklas: in going forward when discussing the container stuff we have to keep in mind that the data shape gets distorted
[10:12]	<mlnt>	... this makes it e.g. difficult for some tools to extract the id as it is no longer in the object itself
[10:12]	<manu1>	Topic: Lin Clark public domain dedication
[10:13]	<mlnt>	manu: It's important for Lin to declare that she doesn't own any intellectual property that she is going to discuss today (such as patents or copyright), that she is not going to propose solutions for which she knows patents exist (or that she will tell us if there are any patents that cover ideas being discussed), and that she is granting a license to the W3C to publish anything she says today in a future specification.
[10:14]	<mlnt>	lin: I agree to all of those terms.
[10:14]	<manu1>	Topic: Drupal Language-Map requirement discussion
[10:14]	<manu1>	http://groups.drupal.org/node/244158#comment-793008
[10:15]	<mlnt>	lin: basically the problem is that we language tagged literals as well as language-specific entity references
[10:16]	<mlnt>	... as Markus pointed out these are really different entities
[10:16]	<mlnt>	... but we are going to move to a single entity in Drupal
[10:17]	<mlnt>	... we have to do this as the property level and not at the entity level
[10:17]	<mlnt>	manu: what's the ideal way a developer would access the data?
[10:18]	<mlnt>	manu: Would it be something like data.en.value?
[10:18]	<mlnt>	linclark: Could you type an example in IRC?
[10:19]	<manu1>	field_name.en = [{'@id': 'http://example.com/node/en/foo', 'value': 'foo'}, {'@id': 'http://example.com/node/en/blah', 'value': 'blah', 'formattedValue': 'Blah\nBlah'}]
[10:19]	<mlnt>	manu: is this the type of structure you are looking for?
[10:19]	<mlnt>	lin: yes
[10:19]	<manu1>	to access, the developer would do: field_name.en[0].value ?
[10:21]	-->|	gkellogg (~gregg@c-98-248-150-91.hsd1.ca.comcast.net) has joined #json-ld
[10:22]	<mlnt>	niklas: an option would be to use @container: @id
[10:22]	<voip-ld>	Gregg Kellogg (SIP/sip2sip.info-0000002c) has joined the conference.
[10:22]	<mlnt>	... but you wouldn't have language tagged literals then
[10:23]	<mlnt>	... I think for raw literals you would probably like to use the container language feature as well
[10:23]	<mlnt>	lin: I think we would like to use the same structure/feature everywhere.. even if that makes it more verbose
[10:24]	<voip-ld>	Dave Lehn (SIP/6003-0000002d) has joined the conference.
[10:24]	<manu1>	two options: [{}, {}, {}] vs. [”, ”, ”], which one would developers use?
[10:25]	<mlnt>	lin: we would probably use the first option as we probably need to store more attributes not just plain values (literals)
[10:26]	<mlnt>	... if we were going to translate it to a different RDF serialization we would probably apply transformations anyway
[10:27]	<mlnt>	... we would probably use framing for this
[10:27]	<mlnt>	manu: framing wasn't really designed for this
[10:27]	<mlnt>	... it was more to transform incoming data to a form more suitable for consumption as JSON-LD
[10:28]	<mlnt>	lin: in the Drupal community we do not have RDF knowledge, so we don't really need to worry about this
[10:29]	<mlnt>	manu: people would normally just use JSON-LD's toRDF() and put the output in a triple store
[10:30]	<mlnt>	lin: this was more related to accessing the language information e.g.
[10:30]	<mlnt>	... but this is not a high priority
[10:32]	<mlnt>	... discussion about how to get RDF in a "nice" shape out of Drupal ...
[10:34]	<mlnt>	manu: What I see here is that the .en in the example is basically doing a context modification
[10:35]	<mlnt>	... what we could do is to interpret that as a modification of the context (changing the default language)
[10:35]	<manu1>	'@context': {'@modifyLanguage': ['en', 'es', 'ja']}
[10:35]	<mlnt>	gregg: isn't that what I originally proposed?
[10:35]	<manu1>	anytime you did foo.ja.bar
[10:36]	<mlnt>	manu: If it is, I didn't understand it
[10:36]	<manu1>	'@context': { '@language': '@ja' }
[10:36]	<mlnt>	... it would inject this
[10:36]	<gkellogg>	"es": {"@container": "@language"},
[10:36]	<mlnt>	manu: is this what you proposed Gregg?
[10:37]	<mlnt>	... this would mean that everytime you see the key "es" it injects a context and sets default language to "es"
[10:38]	<niklasl>	.. "@language" as shorthand for {"@context": "@language"}
[10:38]	<manu1>	'en': '@language' ?
[10:38]	<niklasl>	… "tags": {"@container": "@language"}
[10:39]	<mlnt>	markus: this is what gregg originally proposed: "en": {"@id": null", "@language": "en", "@fold": true},
[10:39]	<niklasl>	.. {"@context": "@language"}
